央视频道,#genre#
CCTV-13 新闻,http://117.10.248.112:5002/udp/225.1.2.193:5002$天津联通3
CCTV-13 新闻,http://60.26.60.119:8000/udp/225.1.2.193:5002$天津联通4
CCTV-13 新闻,http://221.196.69.170:8888/udp/225.1.2.193:5002$天津联通5
CCTV-13 新闻,http://60.26.208.155:50000/udp/225.1.2.193:5002$天津联通6
CCTV-13 新闻,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.124:8128$北京联通1
CCTV-13 新闻,http://ikuai.zlsip.top:4022/rtp/239.3.1.124:8128$北京联通2
CCTV-13 新闻,http://www.ljun.cc:2888/rtp/239.3.1.124:8128$北京联通3
CCTV-13 新闻,http://wg.mxmy.net:8888/rtp/239.3.1.124:8128$北京联通4
CCTV-13 新闻,http://yun.jinsome.com:8686/rtp/239.3.1.124:8128$北京联通5
CCTV-13 新闻,http://keenny.synology.me:8000/rtp/239.3.1.124:8128$北京联通6
CCTV-13 新闻,http://i.hypo.name:9999/rtp/239.3.1.124:8128$北京联通7
CCTV-13 新闻,http://geewolf.i234.me:8888/rtp/239.3.1.124:8128$北京联通8
CCTV-13 新闻,http://happylive.asuscomm.com:8888/rtp/239.3.1.124:8128$北京联通9
CCTV-14 少儿,http://svenlone126.cn:8888/udp/225.1.1.144:5002$天津联通1
CCTV-14 少儿,http://ycnas.zixi.ltd:8888/udp/225.1.1.144:5002$天津联通2
CCTV-14 少儿,http://117.10.248.112:5002/udp/225.1.1.144:5002$天津联通3
CCTV-14 少儿,http://60.26.60.119:8000/udp/225.1.1.144:5002$天津联通4
CCTV-14 少儿,http://221.196.69.170:8888/udp/225.1.1.144:5002$天津联通5
CCTV-14 少儿,http://60.26.208.155:50000/udp/225.1.1.144:5002$天津联通6
CCTV-14 少儿,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.65:8132$北京联通1
CCTV-14 少儿,http://ikuai.zlsip.top:4022/rtp/239.3.1.65:8132$北京联通2
CCTV-14 少儿,http://www.ljun.cc:2888/rtp/239.3.1.65:8132$北京联通3
CCTV-14 少儿,http://wg.mxmy.net:8888/rtp/239.3.1.65:8132$北京联通4
CCTV-14 少儿,http://yun.jinsome.com:8686/rtp/239.3.1.65:8132$北京联通5
CCTV-14 少儿,http://keenny.synology.me:8000/rtp/239.3.1.65:8132$北京联通6
CCTV-14 少儿,http://i.hypo.name:9999/rtp/239.3.1.65:8132$北京联通7
CCTV-14 少儿,http://geewolf.i234.me:8888/rtp/239.3.1.65:8132$北京联通8
CCTV-14 少儿,http://happylive.asuscomm.com:8888/rtp/239.3.1.65:8132$北京联通9
CCTV-15 音乐,http://svenlone126.cn:8888/udp/225.1.2.194:5002$天津联通1
CCTV-15 音乐,http://ycnas.zixi.ltd:8888/udp/225.1.2.194:5002$天津联通2
CCTV-15 音乐,http://117.10.248.112:5002/udp/225.1.2.194:5002$天津联通3
CCTV-15 音乐,http://60.26.60.119:8000/udp/225.1.2.194:5002$天津联通4
CCTV-15 音乐,http://221.196.69.170:8888/udp/225.1.2.194:5002$天津联通5
CCTV-15 音乐,http://60.26.208.155:50000/udp/225.1.2.194:5002$天津联通6
CCTV-15 音乐,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.153:8136$北京联通1
CCTV-15 音乐,http://ikuai.zlsip.top:4022/rtp/239.3.1.153:8136$北京联通2
CCTV-15 音乐,http://www.ljun.cc:2888/rtp/239.3.1.153:8136$北京联通3
CCTV-15 音乐,http://wg.mxmy.net:8888/rtp/239.3.1.153:8136$北京联通4
CCTV-15 音乐,http://yun.jinsome.com:8686/rtp/239.3.1.153:8136$北京联通5
CCTV-15 音乐,http://keenny.synology.me:8000/rtp/239.3.1.153:8136$北京联通6
CCTV-15 音乐,http://i.hypo.name:9999/rtp/239.3.1.153:8136$北京联通7
CCTV-15 音乐,http://geewolf.i234.me:8888/rtp/239.3.1.153:8136$北京联通8
CCTV-15 音乐,http://happylive.asuscomm.com:8888/rtp/239.3.1.153:8136$北京联通9
CCTV-16 奥林匹克,http://svenlone126.cn:8888/udp/225.1.2.237:5002$天津联通1
CCTV-16 奥林匹克,http://ycnas.zixi.ltd:8888/udp/225.1.2.237:5002$天津联通2
CCTV-16 奥林匹克,http://117.10.248.112:5002/udp/225.1.2.237:5002$天津联通3
CCTV-16 奥林匹克,http://60.26.60.119:8000/udp/225.1.2.237:5002$天津联通4
CCTV-16 奥林匹克,http://221.196.69.170:8888/udp/225.1.2.237:5002$天津联通5
CCTV-16 奥林匹克,http://60.26.208.155:50000/udp/225.1.2.237:5002$天津联通6
CCTV-16 奥林匹克,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.184:8001$北京联通1
CCTV-16 奥林匹克,http://ikuai.zlsip.top:4022/rtp/239.3.1.184:8001$北京联通2
CCTV-16 奥林匹克,http://www.ljun.cc:2888/rtp/239.3.1.184:8001$北京联通3
CCTV-16 奥林匹克,http://wg.mxmy.net:8888/rtp/239.3.1.184:8001$北京联通4
CCTV-16 奥林匹克,http://yun.jinsome.com:8686/rtp/239.3.1.184:8001$北京联通5
CCTV-16 奥林匹克,http://keenny.synology.me:8000/rtp/239.3.1.184:8001$北京联通6
CCTV-16 奥林匹克,http://i.hypo.name:9999/rtp/239.3.1.184:8001$北京联通7
CCTV-16 奥林匹克,http://geewolf.i234.me:8888/rtp/239.3.1.184:8001$北京联通8
CCTV-16 奥林匹克,http://happylive.asuscomm.com:8888/rtp/239.3.1.184:8001$北京联通9
